"","marker","patient_id","group","Expression","signif","marker_title"
"416","DNA2","RPs150B","RP",4.18385839530199,"***","DNA2 ***"
"417","DNA2","RPs154B","MP",3.76373084118024,"***","DNA2 ***"
"418","DNA2","RPs154B","RP",4.22981020726621,"***","DNA2 ***"
"419","GPVI","RPs137B","MP",3.73708223403838,"","GPVI "
"420","GPVI","RPs137B","RP",3.7281739526617,"","GPVI "
"421","GPVI","RPs138B","MP",3.77602908825897,"","GPVI "
"422","GPVI","RPs138B","RP",3.90732503412803,"","GPVI "
"423","GPVI","RPs139B","MP",4.02340545264958,"","GPVI "
"424","GPVI","RPs139B","RP",3.97192646556525,"","GPVI "
"425","GPVI","RPs144B","MP",3.89945785305935,"","GPVI "
"426","GPVI","RPs144B","RP",3.9619556410595,"","GPVI "
"427","GPVI","RPs097B","MP",3.91362149293365,"","GPVI "
"428","GPVI","RPs097B","RP",3.85981995720572,"","GPVI "
"429","GPVI","RPs098B","MP",3.92752311616387,"","GPVI "
"430","GPVI","RPs098B","RP",3.98517925985268,"","GPVI "
"431","GPVI","RPs103B","MP",3.94160775373871,"","GPVI "
"432","GPVI","RPs103B","RP",4.02484172171307,"","GPVI "
"433","GPVI","RPS111B","MP",4.5772776720527,"","GPVI "
"434","GPVI","RPS111B","RP",4.38830670725389,"","GPVI "
"435","GPVI","RPS136B","MP",3.72355693287058,"","GPVI "
"436","GPVI","RPS136B","RP",3.87075711673042,"","GPVI "
"437","GPVI","RPs150B","MP",4.37378784141648,"","GPVI "
"438","GPVI","RPs150B","RP",4.33751915459044,"","GPVI "
"439","GPVI","RPs154B","MP",3.9789135606963,"","GPVI "
"440","GPVI","RPs154B","RP",3.97657315707876,"","GPVI "
"441","PAC1","RPs137B","MP",4.43582772221658,"**","PAC1 **"
"442","PAC1","RPs137B","RP",4.27616696353538,"**","PAC1 **"
"443","PAC1","RPs138B","MP",5.11896164473607,"**","PAC1 **"
"444","PAC1","RPs138B","RP",4.96790051805792,"**","PAC1 **"
"445","PAC1","RPs139B","MP",4.64361431740856,"**","PAC1 **"
"446","PAC1","RPs139B","RP",4.43095743857439,"**","PAC1 **"
"447","PAC1","RPs144B","MP",5.05853314100135,"**","PAC1 **"
"448","PAC1","RPs144B","RP",4.90256118094821,"**","PAC1 **"
"449","PAC1","RPs097B","MP",4.47338899370313,"**","PAC1 **"
"450","PAC1","RPs097B","RP",4.31391932139957,"**","PAC1 **"
"451","PAC1","RPs098B","MP",5.81902339772542,"**","PAC1 **"
"452","PAC1","RPs098B","RP",5.41658639042922,"**","PAC1 **"
"453","PAC1","RPs103B","MP",5.16786527275361,"**","PAC1 **"
"454","PAC1","RPs103B","RP",4.97518349794105,"**","PAC1 **"
"455","PAC1","RPS111B","MP",4.07833696752037,"**","PAC1 **"
"456","PAC1","RPS111B","RP",3.99529647661799,"**","PAC1 **"
"457","PAC1","RPS136B","MP",5.10371243938158,"**","PAC1 **"
"458","PAC1","RPS136B","RP",4.9406771399757,"**","PAC1 **"
"459","PAC1","RPs150B","MP",4.11817055404723,"**","PAC1 **"
"460","PAC1","RPs150B","RP",4.10771751220703,"**","PAC1 **"
"461","PAC1","RPs154B","MP",4.80087155617174,"**","PAC1 **"
"462","PAC1","RPs154B","RP",4.68937540335703,"**","PAC1 **"
"463","PAR1","RPs137B","MP",1.03893782394051,"***","PAR1 ***"
"464","PAR1","RPs137B","RP",1.43851871558262,"***","PAR1 ***"
"465","PAR1","RPs138B","MP",1.42649046086939,"***","PAR1 ***"
"466","PAR1","RPs138B","RP",1.94591118650874,"***","PAR1 ***"
"467","PAR1","RPs139B","MP",1.15822311582099,"***","PAR1 ***"
"468","PAR1","RPs139B","RP",1.6400225332424,"***","PAR1 ***"
"469","PAR1","RPs144B","MP",1.11559292546672,"***","PAR1 ***"
"470","PAR1","RPs144B","RP",1.58652947683116,"***","PAR1 ***"
"471","PAR1","RPs097B","MP",1.31109863628204,"***","PAR1 ***"
"472","PAR1","RPs097B","RP",1.77716431178841,"***","PAR1 ***"
"473","PAR1","RPs098B","MP",1.22640517657802,"***","PAR1 ***"
"474","PAR1","RPs098B","RP",1.72073327919137,"***","PAR1 ***"
"475","PAR1","RPs103B","MP",1.20079642178664,"***","PAR1 ***"
"476","PAR1","RPs103B","RP",1.69203918896217,"***","PAR1 ***"
"477","PAR1","RPS111B","MP",1.50160876252147,"***","PAR1 ***"
"478","PAR1","RPS111B","RP",1.97774962426254,"***","PAR1 ***"
"479","PAR1","RPS136B","MP",1.22749881617476,"***","PAR1 ***"
"480","PAR1","RPS136B","RP",1.72227918585414,"***","PAR1 ***"
"481","PAR1","RPs150B","MP",1.41858296721683,"***","PAR1 ***"
"482","PAR1","RPs150B","RP",1.92115183744207,"***","PAR1 ***"
"483","PAR1","RPs154B","MP",1.50698307148343,"***","PAR1 ***"
"484","PAR1","RPs154B","RP",1.96538590327114,"***","PAR1 ***"
"485","PEAR","RPs137B","MP",1.34041215098543,"***","PEAR ***"
"486","PEAR","RPs137B","RP",1.65532295448313,"***","PEAR ***"
"487","PEAR","RPs138B","MP",1.39937466778954,"***","PEAR ***"
"488","PEAR","RPs138B","RP",1.76810240209202,"***","PEAR ***"
"489","PEAR","RPs139B","MP",1.43039703330911,"***","PEAR ***"
"490","PEAR","RPs139B","RP",1.7846525613863,"***","PEAR ***"
"491","PEAR","RPs144B","MP",1.5865247562726,"***","PEAR ***"
"492","PEAR","RPs144B","RP",1.97130349332765,"***","PEAR ***"
"493","PEAR","RPs097B","MP",1.63353255992893,"***","PEAR ***"
"494","PEAR","RPs097B","RP",1.95539703361708,"***","PEAR ***"
"495","PEAR","RPs098B","MP",1.58315520310034,"***","PEAR ***"
"496","PEAR","RPs098B","RP",1.91973629297531,"***","PEAR ***"
"497","PEAR","RPs103B","MP",1.65603583616576,"***","PEAR ***"
"498","PEAR","RPs103B","RP",2.03595323023882,"***","PEAR ***"
"499","PEAR","RPS111B","MP",2.18078911100461,"***","PEAR ***"
"500","PEAR","RPS111B","RP",2.51464953975692,"***","PEAR ***"
"501","PEAR","RPS136B","MP",1.4645612950609,"***","PEAR ***"
"502","PEAR","RPS136B","RP",1.82662606578858,"***","PEAR ***"
"503","PEAR","RPs150B","MP",1.58263926207237,"***","PEAR ***"
"504","PEAR","RPs150B","RP",1.94358051975127,"***","PEAR ***"
"505","PEAR","RPs154B","MP",1.74578870394595,"***","PEAR ***"
"506","PEAR","RPs154B","RP",2.11725029306215,"***","PEAR ***"
